Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
225.12751	28.99691	27.46642	25.49183	24.71928	24.30635	23.49889	22.24367	21.56835	21.35548	21.10958	21.00314	20.95543	20.93341	20.92607
227.62676	29.58431	28.05015	26.00583	25.19657	24.7763	23.91746	22.54112	21.76303	21.50611	21.19414	21.03999	20.97759	20.93355	20.92988
230.12701	30.15341	28.59723	26.51621	25.67392	25.23897	24.33609	22.83863	21.98347	21.66782	21.27877	21.09893	21.0035	20.94111	20.93377
232.62726	30.68448	29.12596	26.99723	26.12925	25.68328	24.73636	23.14347	22.19656	21.84054	21.38176	21.15054	21.0441	20.96336	20.93766
235.12751	31.17542	29.629	27.44888	26.56989	26.10924	25.12929	23.44098	22.42432	22.01327	21.49577	21.21683	21.09204	20.96725	20.93422
237.62776	31.64853	30.11376	27.90061	26.98859	26.52427	25.51129	23.74591	22.66319	22.21175	21.62819	21.29053	21.12904	20.9859	20.94185
240.12801	32.08224	30.56106	28.32298	27.38895	26.92463	25.87494	24.03615	22.88002	22.39923	21.7496	21.37524	21.18806	20.9972	20.94582
242.62826	32.51939	30.99106	28.73054	27.78549	27.31383	26.24212	24.32993	23.12242	22.59758	21.88555	21.4598	21.24693	21.03039	20.95331
245.12751	32.93161	31.40327	29.13456	28.17116	27.68849	26.59476	24.62384	23.36128	22.79973	22.03632	21.56286	21.31696	21.06371	20.96828
247.62776	33.34016	31.80466	29.53116	28.55308	28.06307	26.95465	24.91767	23.6074	23.00916	22.1907	21.66585	21.39793	21.10431	20.98319
250.12801	33.73454	32.20263	29.91324	28.91681	28.43781	27.30003	25.208	23.84634	23.22607	22.33788	21.76899	21.48271	21.13771	20.98723
252.62826	34.11437	32.57529	30.28774	29.2803	28.79029	27.63049	25.4834	24.08137	23.44276	22.49217	21.87557	21.55626	21.17823	21.0094
255.12851	34.48726	32.94818	30.6478	29.63301	29.13566	27.97219	25.77005	24.32398	23.63766	22.65037	21.98605	21.64105	21.22265	21.01711
257.62876	34.8421	33.30302	30.99102	29.96723	29.45887	28.28807	26.04555	24.56645	23.85076	22.81208	22.1074	21.7367	21.27425	21.03569
260.12901	35.18261	33.63994	31.32436	30.29411	29.79309	28.59658	26.31003	24.79789	24.06018	22.97746	22.22506	21.83235	21.32219	21.06894
262.62826	35.53034	33.98768	31.6506	30.62472	30.11269	28.90885	26.58192	25.03308	24.26601	23.14292	22.34648	21.93174	21.38121	21.08759
265.12851	35.84935	34.30669	31.96603	30.94792	30.42121	29.20635	26.8464	25.25718	24.47911	23.30831	22.46782	22.03473	21.43649	21.11717
267.62876	36.18642	34.64018	32.28161	31.25839	30.72988	29.51136	27.10736	25.50346	24.68868	23.47751	22.60766	22.1342	21.50292	21.1469
270.12901	36.49826	34.94485	32.57912	31.54157	31.02403	29.79785	27.36082	25.72756	24.89811	23.6539	22.74001	22.2482	21.56187	21.18016
272.62926	36.80309	35.24968	32.88037	31.84999	31.31454	30.08817	27.61444	25.95182	25.10401	23.83411	22.86517	22.35867	21.63197	21.21356
275.12951	37.10427	35.55086	33.17796	32.13325	31.5978	30.37475	27.87532	26.18334	25.31718	24.00691	23.0086	22.46541	21.702	21.25056
277.62976	37.39469	35.85202	33.4648	32.42367	31.88106	30.65077	28.11785	26.40385	25.51567	24.17603	23.14837	22.58315	21.77203	21.28389
280.12901	37.67804	36.12462	33.7374	32.69627	32.14649	30.91262	28.36046	26.62444	25.72158	24.34524	23.28087	22.6973	21.84581	21.3283
282.62926	37.97204	36.41863	34.01707	32.97236	32.42259	31.18155	28.60666	26.85229	25.92374	24.51069	23.4133	22.81138	21.93052	21.3653
285.12951	38.24829	36.69488	34.29691	33.24145	32.6881	31.43989	28.85668	27.07295	26.12604	24.68731	23.55688	22.93294	22.0007	21.41346
287.62976	38.52439	36.98172	34.56226	33.51039	32.94628	31.68734	29.0882	27.28979	26.33186	24.86743	23.70764	23.058	22.09273	21.46512
290.13001	38.78982	37.25073	34.83485	33.76865	33.20813	31.9456	29.32714	27.50303	26.52675	25.03663	23.8438	23.17215	22.17385	21.51687
292.63026	39.06247	37.50906	35.08959	34.02697	33.45929	32.19676	29.56614	27.72368	26.72906	25.20958	24.00207	23.30473	22.26972	21.57238
295.13051	39.31357	37.76016	35.34069	34.27091	33.70322	32.43711	29.79039	27.92958	26.92395	25.38246	24.13458	23.42622	22.35084	21.62046
297.62976	39.56474	38.01492	35.59187	34.52925	33.9544	32.68112	30.02207	28.15025	27.12259	25.54806	24.28183	23.55512	22.42836	21.67596
300.13001	39.82301	38.27676	35.83939	34.78393	34.20192	32.92148	30.24633	28.35616	27.32115	25.71359	24.418	23.68395	22.52415	21.73138
302.63026	40.067	38.51001	36.0798	35.01359	34.43517	33.1404	30.45943	28.55111	27.51245	25.89388	24.56892	23.81652	22.62003	21.79789
305.13051	40.30728	38.75745	36.32724	35.25746	34.67186	33.39142	30.67464	28.77529	27.71461	26.06301	24.70869	23.94161	22.71208	21.84591
307.63076	40.54004	38.99788	36.55334	35.49073	34.90513	33.6032	30.88641	28.97026	27.8949	26.22127	24.85962	24.06684	22.80428	21.91241
310.13101	40.74782	39.23114	36.7902	35.71682	35.12406	33.84363	31.10176	29.17257	28.0862	26.39055	24.99953	24.20309	22.90016	21.97159
