Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
890.75006	23.80478	24.01881	24.30509	24.59246	24.63483	24.97462	25.23134	25.52863	25.75261	25.85905	25.80766	25.75049	25.64617
893.25029	23.65789	23.92331	24.24629	24.54467	24.58704	24.9305	25.17254	25.4735	25.69378	25.81858	25.77453	25.72103	25.63506
895.75075	23.77518	23.89379	24.18374	24.48212	24.53183	24.87529	25.13935	25.4293	25.64228	25.75972	25.72302	25.68787	25.61292
898.25121	23.7384	23.93041	24.191	24.45268	24.49872	24.82016	25.08054	25.3705	25.58713	25.71192	25.68623	25.65475	25.5908
900.75072	23.55473	23.81281	24.12111	24.40114	24.45085	24.77228	25.02534	25.31162	25.53929	25.67142	25.65307	25.6326	25.58333
903.25076	23.75634	23.87128	24.10617	24.36786	24.41389	24.73533	24.99572	25.26732	25.50233	25.62711	25.61977	25.60297	25.55738
905.75074	23.60588	23.82358	24.09518	24.34952	24.39923	24.69864	24.94068	25.22696	25.43991	25.58672	25.57938	25.57726	25.53901
908.2507	23.45157	23.70231	24.01061	24.28697	24.34402	24.65444	24.90749	25.1791	25.39574	25.54622	25.54622	25.54043	25.52787
910.75069	23.63493	23.73519	23.97375	24.22809	24.28147	24.58455	24.84495	25.12389	25.36256	25.50937	25.51303	25.51092	25.50937
913.25102	23.4807	23.69473	23.95899	24.20599	24.25937	24.55511	24.81183	25.09077	25.32576	25.46523	25.47991	25.47779	25.49092
915.75162	23.7815	23.74963	23.94415	24.17647	24.23352	24.51825	24.77131	25.04657	25.28155	25.4357	25.45406	25.45928	25.46874
918.25103	23.77781	23.8744	24.03221	24.21315	24.25185	24.49621	24.73458	25.00251	25.23751	25.39166	25.42102	25.42624	25.45406
920.75138	23.52066	23.74203	23.97693	24.18355	24.2406	24.48129	24.70865	24.97291	25.19692	25.35841	25.38043	25.39666	25.43915
923.25183	23.48388	23.64653	23.89977	24.13576	24.19648	24.45552	24.68655	24.94347	25.1748	25.33629	25.35832	25.38189	25.42438
925.75104	23.55345	23.69775	23.89962	24.10624	24.15228	24.41499	24.64969	24.91028	25.13793	25.29942	25.33246	25.35236	25.40586
928.25156	23.44327	23.60225	23.85182	24.07313	24.13752	24.38188	24.62759	24.86983	25.10118	25.25533	25.29203	25.31927	25.38012
930.75182	23.8395	23.7856	23.89571	24.07298	24.12635	24.34869	24.59441	24.85132	25.07532	25.23681	25.27351	25.30442	25.36894
933.25184	23.60445	23.76343	23.92492	24.0875	24.13721	24.34487	24.56856	24.80713	25.04211	25.19626	25.23664	25.27122	25.34307
935.75206	23.4428	23.61646	23.85135	24.03963	24.10402	24.33003	24.54271	24.78128	25.01627	25.16675	25.20712	25.24171	25.3209
938.25177	23.54535	23.66029	23.82912	24.01739	24.07078	24.29311	24.51313	24.75904	24.99036	25.14451	25.18855	25.21947	25.30967
940.7516	23.38376	23.55375	23.78131	23.97692	24.04131	24.25998	24.48367	24.72591	24.96459	25.11508	25.15545	25.19737	25.29492
943.25235	23.50092	23.60117	23.77	23.94727	24.00799	24.22666	24.45035	24.69258	24.94224	25.09639	25.13309	25.17501	25.2799
945.75155	23.35041	23.49838	23.72594	23.91788	23.98595	24.19727	24.42463	24.65586	24.91289	25.07072	25.11476	25.15301	25.26157
948.25175	24.12101	23.8102	23.81387	23.93975	23.98212	24.17142	24.40245	24.64102	24.8797	25.04119	25.08523	25.13083	25.23938
950.75233	24.92463	24.37893	24.12568	24.11576	24.11409	24.21164	24.38762	24.61151	24.8612	25.00801	25.05572	25.10131	25.21721
953.25214	25.5998	24.94399	24.50356	24.39088	24.33415	24.30691	24.41682	24.59667	24.83165	24.9858	25.03718	25.08645	25.20234
955.75175	26.17587	25.44298	24.89612	24.69535	24.59458	24.44989	24.48273	24.60752	24.81317	24.95631	25.00769	25.0643	25.18386
958.2522	26.68221	25.91262	25.27399	24.99982	24.8807	24.62591	24.57433	24.62939	24.80935	24.93781	24.98185	25.0458	25.16537
960.75218	27.13716	26.34555	25.63352	25.30062	25.15948	24.82394	24.70997	24.68061	24.82385	24.92661	24.96332	25.02359	25.14683
963.25228	27.54807	26.72709	25.96001	25.59042	25.43092	25.01831	24.83827	24.73551	24.84939	24.92279	24.95583	25.00876	25.13934
965.75247	27.93703	27.09771	26.2976	25.87295	25.70244	25.22376	24.97399	24.81618	24.88969	24.92639	24.9374	24.99033	25.11724
968.25215	28.27446	27.43881	26.59098	26.1333	25.95912	25.41071	25.12424	24.89669	24.92615	24.94817	24.92982	24.98275	25.10232
970.75283	28.59002	27.76538	26.8992	26.40114	26.21963	25.61616	25.27831	25.00304	24.98847	24.95911	24.92241	24.96066	25.08023
973.25217	28.82101	28.03307	27.15221	26.63948	26.45796	25.80311	25.4359	25.09456	25.05429	24.99924	24.9295	24.96776	25.07998
975.7524	28.975	28.23845	27.38695	26.85953	26.67435	26.00115	25.58989	25.21185	25.13491	25.03948	24.93305	24.9713	25.06517
978.25366	29.12166	28.41446	27.58132	27.04656	26.87605	26.16982	25.74388	25.31814	25.22281	25.076	24.94754	24.97478	25.05398
980.75275	29.27198	28.59414	27.75733	27.2189	27.04473	26.32014	25.88319	25.42442	25.30707	25.1309	24.97675	24.98932	25.0575
983.25252	29.38919	28.72971	27.91492	27.37649	27.20598	26.47773	26.01142	25.54163	25.40228	25.17839	24.99488	25.00377	25.04994
985.75256	29.56888	28.90206	28.08726	27.53415	27.37099	26.62805	26.15807	25.65525	25.49021	25.24431	25.01675	25.0183	25.04612
988.25298	29.65314	29.03036	28.22658	27.67346	27.5103	26.76002	26.26802	25.75419	25.57813	25.30287	25.04962	25.04383	25.05329
990.75347	29.75942	29.15499	28.35855	27.80544	27.64594	26.88099	26.39265	25.8568	25.66605	25.36876	25.08615	25.05834	25.05312
993.25295	29.82899	29.24659	28.47951	27.93741	27.77791	27.00562	26.51361	25.96308	25.75399	25.42367	25.13005	25.0949	25.06031
995.75367	30.01602	29.39691	28.60047	28.0547	27.8952	27.13025	26.62723	26.06202	25.84558	25.50424	25.15924	25.13143	25.07483
998.25347	30.06725	29.49952	28.72877	28.17566	28.0125	27.24754	26.72617	26.15362	25.93352	25.55915	25.20681	25.16064	25.08936
1000.75366	30.10741	29.57271	28.82032	28.28188	28.12239	27.35743	26.82505	26.24516	26.01403	25.61765	25.23227	25.19345	25.09281
1003.25349	30.17339	29.64971	28.91199	28.37723	28.21407	27.44544	26.92407	26.33684	26.0947	25.68364	25.28725	25.21907	25.10741
1005.7536	30.2393	29.72663	29.00726	28.46516	28.30566	27.54071	27.01934	26.42109	26.18261	25.76053	25.33111	25.25558	25.12191
1008.25373	30.29053	29.78519	29.0695	28.53473	28.38625	27.62864	27.09993	26.50168	26.25953	25.8191	25.37133	25.29581	25.14011
1010.75398	30.36716	29.86194	29.14991	28.62249	28.46667	27.71639	27.18768	26.58577	26.33264	25.87753	25.41141	25.3212	25.15449
1013.25346	30.41723	29.93159	29.23058	28.7105	28.54367	27.79339	27.25734	26.6591	26.41331	25.95086	25.46272	25.37251	25.18378
1015.75378	30.46364	29.98649	29.29282	28.77273	28.61691	27.86664	27.33426	26.73234	26.48653	26.00573	25.50658	25.40536	25.19461
1018.2537	30.53138	30.05958	29.38059	28.86418	28.70101	27.95808	27.4257	26.82011	26.55598	26.07885	25.55034	25.45279	25.22369
1020.75349	30.59936	30.13291	29.45024	28.94118	28.77434	28.03875	27.5027	26.89344	26.62564	26.12282	25.59431	25.48575	25.23829
1023.25369	30.63131	30.184	29.50867	29.00328	28.83277	28.10819	27.5648	26.95187	26.68403	26.18855	25.63802	25.52212	25.282
1025.75381	30.6633	30.22779	29.55981	29.06175	28.89124	28.16666	27.63428	27.03236	26.76455	26.24705	25.68917	25.56226	25.29278
1028.2541	30.69538	30.268	29.61837	29.12031	28.95715	28.23624	27.70019	27.09827	26.8268	26.30562	25.73307	25.60616	25.322
1030.75442	30.72734	30.32644	29.66947	29.19343	29.01926	28.30201	27.76229	27.16405	26.88518	26.36034	25.7731	25.64252	25.33634
1033.25386	30.75942	30.34831	29.71702	29.24099	29.07048	28.36425	27.8282	27.22996	26.95112	26.41893	25.82802	25.68644	25.37659
1035.75474	30.80578	30.40314	29.7792	29.29583	29.11798	28.43377	27.89038	27.28479	27.01696	26.47743	25.87551	25.72658	25.40572
1038.25388	30.83786	30.43942	29.81575	29.35072	29.17288	28.485	27.94528	27.33969	27.07186	26.52499	25.91941	25.76681	25.43493
1040.75437	30.8805	30.48564	29.85578	29.39809	29.22024	28.53236	28.00365	27.40174	27.12656	26.57969	25.96309	25.79948	25.45293
1043.25457	30.90893	30.52124	29.90325	29.43823	29.26038	28.58718	28.04379	27.45656	27.17774	26.6272	26.00693	25.84332	25.48576
1045.75494	30.94101	30.54973	29.94347	29.48578	29.31161	28.63841	28.09135	27.50044	27.23631	26.67844	26.05083	25.88722	25.52231
1048.2543	31.02678	30.62476	30.002	29.54798	29.36646	28.68959	28.14987	27.55897	27.28743	26.72589	26.09461	25.92733	25.54407
1050.75444	31.03021	30.65685	30.04955	29.60288	29.41035	28.74449	28.20477	27.61754	27.34233	26.78446	26.13483	25.96021	25.57328
1053.25485	31.08011	30.69242	30.09701	29.64667	29.46148	28.79195	28.25591	27.665	27.3935	26.82828	26.18232	26.00403	25.59875
1055.75466	31.0834	30.72436	30.12241	29.68674	29.50523	28.84671	28.30332	27.71241	27.44093	26.87938	26.22608	26.04046	25.63518
1058.25497	31.16212	30.77443	30.17005	29.74539	29.55286	28.89435	28.36197	27.76739	27.49218	26.91963	26.26999	26.07702	25.67175
1060.75462	31.15473	30.79928	30.21018	29.78186	29.59667	28.93816	28.40211	27.81487	27.54334	26.97078	26.31014	26.12084	25.69354
1063.25472	31.19039	30.82778	30.2504	29.8184	29.63689	28.99305	28.44966	27.86242	27.57992	27.00736	26.34672	26.15742	25.72645
1065.75484	31.2153	30.85627	30.28693	29.86594	29.67709	29.03325	28.49353	27.91731	27.63113	27.05857	26.39059	26.19395	25.75197
1068.25533	31.26516	30.89179	30.32334	29.89868	29.70616	29.06966	28.53361	27.95005	27.68219	27.1023	26.43431	26.22666	25.78468
1070.75532	31.2865	30.9203	30.35254	29.93523	29.75004	29.11355	28.58484	27.99393	27.71875	27.14619	26.46353	26.25955	25.81389
1073.25512	31.31134	30.95231	30.39268	29.98271	29.78284	29.15736	28.62131	28.04141	27.76256	27.18267	26.51468	26.29969	25.8467
1075.7552	31.30402	30.96648	30.42189	30.00824	29.81939	29.19023	28.66519	28.08163	27.80279	27.22289	26.54757	26.33992	25.87225
1078.2555	31.33244	30.99132	30.44734	30.04471	29.85219	29.2267	28.69799	28.12176	27.85393	27.26303	26.5877	26.37638	25.90504
1080.75537	31.36445	31.02333	30.48748	30.08485	29.896	29.26684	28.74547	28.16925	27.88672	27.31417	26.62783	26.41284	25.93783
1083.25515	31.3893	31.04818	30.51295	30.11398	29.9288	29.30331	28.78194	28.21306	27.92322	27.35066	26.66065	26.44566	25.96698
1085.756	31.40338	31.06942	30.53471	30.13942	29.94323	29.34343	28.82573	28.24951	27.96703	27.38347	26.69346	26.4748	25.99245
1088.25589	31.42114	31.08359	30.56392	30.17597	29.9761	29.37264	28.8476	28.28605	28.00722	27.42365	26.72998	26.50764	26.0253
1090.75571	31.43167	31.10488	30.58206	30.20512	30.00892	29.40545	28.8951	28.32621	28.04737	27.46013	26.7738	26.54412	26.0581
1093.25559	31.46734	31.14054	30.62227	30.23432	30.04179	29.442	28.92797	28.36276	28.08025	27.50035	26.80668	26.58802	26.08364
1095.75641	31.53876	31.1833	30.65112	30.26712	30.07092	29.4748	28.96444	28.39923	28.11673	27.52949	26.83949	26.60614	26.10544
1098.25624	30.92608	30.94315	30.58151	30.25595	30.07811	29.50034	28.99365	28.4321	28.14594	27.57338	26.87971	26.65004	26.13098
1100.75583	30.26822	30.47017	30.33178	30.11633	29.97886	29.48183	29.00817	28.46131	28.18615	27.60992	26.9089	26.67556	26.17118
1103.25593	29.72105	30.02684	30.02317	29.89214	29.80238	29.42279	29.00786	28.4977	28.22253	27.6463	26.95263	26.7046	26.19656
1105.75671	29.2511	29.60461	29.70737	29.6424	29.58567	29.29051	28.95632	28.4902	28.2444	27.66817	26.97817	26.73749	26.2221
1108.25662	28.85081	29.23735	29.41352	29.41094	29.37624	29.16182	28.89002	28.49364	28.2662	27.70098	27.01098	26.77396	26.25491
1110.75633	28.49839	28.90695	29.13083	29.18331	29.15228	29.0186	28.80553	28.47154	28.26979	27.73027	27.04026	26.80325	26.28786
1113.25703	28.18252	28.59475	28.86267	28.94818	28.9355	28.86789	28.70253	28.41992	28.25854	27.74103	27.06938	26.83237	26.31331
1115.75662	27.88141	28.30465	28.60193	28.7168	28.72247	28.70625	28.58493	28.37206	28.24736	27.75555	27.09858	26.86156	26.34251
1118.257	27.60965	28.03656	28.35954	28.51111	28.52045	28.55561	28.47466	28.31685	28.20686	27.75542	27.11312	26.87978	26.36073
1120.75721	27.35984	27.79042	28.13175	28.31269	28.32569	28.40856	28.36066	28.24688	28.17725	27.73683	27.12022	26.89422	26.38618
1123.25678	27.12469	27.55527	27.91495	28.11791	28.12725	28.25049	28.2503	28.17322	28.13297	27.73658	27.13099	26.90866	26.41162
1125.75716	26.89347	27.32405	27.70575	27.93807	27.94741	28.11836	28.13285	28.09248	28.08892	27.71823	27.142	26.92334	26.43365
1128.25708	26.68046	27.1037	27.50375	27.74341	27.76743	27.96408	28.00793	28.0116	28.02638	27.69606	27.15286	26.9342	26.45184
1130.75746	26.47469	26.89793	27.31267	27.57068	27.60203	27.8207	27.89759	27.93429	27.96376	27.66647	27.1453	26.94499	26.47365
1133.25715	26.26535	26.70694	27.12168	27.40905	27.4294	27.68477	27.78367	27.84239	27.91223	27.6443	27.14515	26.94484	26.49552
1135.75767	26.08176	26.51601	26.94176	27.23647	27.26783	27.53788	27.66247	27.76157	27.84976	27.60385	27.13406	26.94476	26.51746
1138.25689	25.90903	26.33961	26.77637	27.08209	27.11345	27.41286	27.55214	27.6806	27.78347	27.57059	27.12283	26.94087	26.52091
1140.7572	25.75841	26.17431	26.61107	26.9278	26.96283	27.27692	27.43822	27.5887	27.70988	27.52636	27.10796	26.93701	26.53173
1143.25794	25.59659	26.01249	26.45659	26.78066	26.81569	27.14814	27.32044	27.48928	27.63986	27.4747	27.08565	26.92205	26.53879
1145.75796	25.45705	25.85826	26.29502	26.64112	26.67982	27.02694	27.2176	27.40478	27.56269	27.4379	27.07822	26.92195	26.54971
1148.25807	25.32478	25.72233	26.1701	26.51252	26.54755	26.90202	27.11837	27.32757	27.49648	27.3827	27.04137	26.89611	26.54956
1150.75825	25.20716	25.59369	26.03045	26.38389	26.41892	26.79174	27.00809	27.24298	27.42294	27.33853	27.01922	26.88497	26.56044
1153.25743	25.08963	25.46149	25.90926	26.26636	26.29772	26.67421	26.91258	27.15115	27.34943	27.28703	26.99341	26.86651	26.56033
1155.75743	24.96461	25.34013	25.78056	26.14501	26.17637	26.55286	26.80224	27.07017	27.27578	27.23908	26.95647	26.84425	26.54907
1158.25776	24.8507	25.22255	25.66298	26.02009	26.05878	26.4573	26.71035	26.97827	27.20958	27.18389	26.93431	26.82209	26.55995
1160.75797	24.77354	25.13072	25.56747	25.92091	25.96328	26.35812	26.62218	26.90846	27.13977	27.12877	26.89754	26.79265	26.54887
1163.25808	24.65602	25.01686	25.44628	25.80339	25.84943	26.25528	26.53402	26.82397	27.06628	27.07729	26.87175	26.76687	26.54877
1165.75845	24.56768	24.91751	25.34326	25.70404	25.75008	26.15593	26.43467	26.7393	26.99634	27.0257	26.83852	26.75198	26.53756
1168.25825	24.47946	24.81828	25.25137	25.61215	25.65084	26.06037	26.35012	26.65842	26.92641	26.97413	26.8053	26.72243	26.53737
1170.75874	24.38762	24.72278	25.15219	25.51297	25.55534	25.9722	26.25829	26.59228	26.85661	26.919	26.77219	26.70034	26.52262
1173.2581	24.31047	24.64195	25.06403	25.42481	25.47085	25.88037	26.1848	26.51513	26.79416	26.86756	26.7391	26.66725	26.52256
1175.75876	24.23332	24.55012	24.97954	25.3293	25.37901	25.7922	26.11132	26.44164	26.72066	26.81242	26.69864	26.63779	26.50045
1178.25903	24.1671	24.48023	24.89129	25.2484	25.30178	25.72231	26.02675	26.37175	26.66179	26.76455	26.65812	26.60828	26.48928
1180.75862	24.09361	24.40674	24.81047	25.17125	25.22096	25.63782	25.95693	26.29827	26.58832	26.69843	26.61769	26.5752	26.47088
1183.25894	24.03839	24.33684	24.74056	25.09033	25.14738	25.56057	25.88335	26.23203	26.52943	26.65055	26.57348	26.542	26.45603
1185.75886	23.95748	24.25226	24.66333	25.00208	25.06648	25.47233	25.80245	26.15113	26.46318	26.59898	26.53291	26.5051	26.43749
1188.25938	24.20698	24.33293	24.63756	24.95429	25.00767	25.40251	25.7253	26.08865	26.40073	26.54387	26.49616	26.47569	26.42643
1190.75904	24.0858	24.31819	24.64117	24.93588	24.98559	25.35841	25.67019	26.03721	26.33457	26.48139	26.44835	26.43889	26.40431
1193.25867	23.9536	24.22269	24.57503	24.89176	24.9378	25.30328	25.62239	25.97107	26.27947	26.44463	26.41894	26.41315	26.39325
1195.75958	23.85425	24.13068	24.50504	24.8181	24.87148	25.25531	25.56709	25.91943	26.22417	26.39667	26.38199	26.3762	26.35997
1198.25891	23.78076	24.04251	24.42421	24.74829	24.80167	25.18917	25.51195	25.86063	26.18003	26.34886	26.34519	26.34675	26.35621
1200.75978	24.0009	24.10116	24.40212	24.7005	24.75755	25.12303	25.44948	25.81284	26.13225	26.30842	26.30475	26.30997	26.33778
1203.25901	23.88337	24.10108	24.40204	24.68574	24.72811	25.08257	25.39802	25.75037	26.06611	26.25696	26.2643	26.2842	26.31201
1205.75909	23.74383	24.00557	24.33957	24.63061	24.69133	25.03478	25.35023	25.70625	26.01832	26.2055	26.22752	26.25109	26.28992
1208.25963	23.94194	24.02018	24.29911	24.58281	24.6362	24.98699	25.30611	25.65111	25.97053	26.15772	26.18708	26.21065	26.26415
1210.75959	23.82434	24.03103	24.3063	24.56798	24.61769	24.94279	25.2509	25.60324	25.92632	26.11351	26.15021	26.17745	26.24931
1213.25966	23.72149	23.92818	24.24015	24.51652	24.57356	24.90968	25.20678	25.55545	25.87852	26.08038	26.11342	26.148	26.22352
1215.76033	23.87556	24.00885	24.25476	24.49075	24.54779	24.86189	25.17	25.515	25.83075	26.02894	26.07299	26.11124	26.20144
1218.26027	23.69189	23.92795	24.21423	24.47224	24.52195	24.83604	25.14048	25.47814	25.79021	25.99574	26.03978	26.09272	26.17926
1220.75987	23.83862	23.90585	24.16644	24.41711	24.4815	24.78825	25.09636	25.43035	25.75345	25.95898	26.01037	26.05596	26.16452
1223.25977	23.75413	23.93513	24.17737	24.40969	24.46307	24.76248	25.05957	25.3899	25.72033	25.92219	25.97357	26.03018	26.1424
1225.76017	23.59615	23.81753	24.11115	24.37283	24.43355	24.72929	25.02271	25.35671	25.67979	25.88532	25.95139	26.00065	26.12389
1228.26037	23.77592	23.89452	24.11474	24.34339	24.40044	24.68517	24.98961	25.3236	25.64668	25.84854	25.90727	25.96754	26.09812
1230.76037	23.60693	23.81729	24.09256	24.32488	24.38927	24.66299	24.95275	25.27573	25.60249	25.80802	25.87409	25.93803	26.07595
1233.26046	23.78302	23.87227	24.09248	24.30645	24.35616	24.62988	24.92698	25.25363	25.57673	25.78226	25.84832	25.90493	26.05753
1235.76089	23.58477	23.79513	24.06306	24.2807	24.33408	24.59679	24.88654	25.21687	25.53993	25.74913	25.81153	25.87914	26.03541
1238.26063	23.75719	23.85011	24.04096	24.24392	24.31198	24.56735	24.87178	25.17641	25.50313	25.71601	25.78207	25.85703	26.01696
1240.7607	23.57719	23.78389	24.02979	24.23642	24.30081	24.54884	24.83493	25.15424	25.48096	25.6865	25.75623	25.83119	25.99113
1243.26044	23.59547	23.70306	23.95264	24.18129	24.24935	24.51206	24.80181	25.11746	25.44419	25.64238	25.71579	25.79441	25.96903
1245.76103	23.67988	23.76178	23.97466	24.17395	24.23467	24.48637	24.77612	25.09176	25.40751	25.61671	25.68277	25.76507	25.94336
1248.26126	24.46883	24.12865	24.10296	24.22517	24.26387	24.4752	24.76128	25.06225	25.38165	25.59085	25.66792	25.74655	25.92851
1250.76081	25.27253	24.7048	24.43688	24.41962	24.41794	24.51916	24.74285	25.02546	25.36318	25.56505	25.63845	25.72809	25.91005
1253.26108	25.93674	25.26625	24.82949	24.70947	24.64907	24.62917	24.77946	25.01435	25.3301	25.53196	25.61271	25.70234	25.89165
1255.76161	26.52398	25.78375	25.22588	25.02511	24.92434	24.78699	24.84919	25.01802	25.30808	25.49893	25.57967	25.67665	25.86595
1258.26149	27.02664	26.24971	25.60375	25.33325	25.20679	24.96668	24.9518	25.04723	25.30793	25.4841	25.5575	25.64347	25.84011
1260.76115	27.48175	26.67179	25.96711	25.63421	25.49307	25.16854	25.07659	25.10228	25.31894	25.47309	25.53548	25.62879	25.83644
1263.26105	27.9001	27.07179	26.31205	25.93144	25.76827	25.35566	25.21233	25.15728	25.34454	25.46933	25.52438	25.61035	25.818
1265.76189	28.2854	27.44974	26.64229	26.21397	26.04346	25.56479	25.35539	25.23427	25.38482	25.46923	25.4986	25.58456	25.78854
1268.26134	28.61189	27.78725	26.95043	26.49275	26.3149	25.77383	25.51672	25.33321	25.43605	25.48376	25.50212	25.56973	25.77372
1270.76196	28.87248	28.06986	27.22937	26.74966	26.56448	25.96835	25.6672	25.42497	25.49845	25.51313	25.48744	25.56973	25.7517
1273.2619	29.10362	28.3377	27.48988	26.98081	26.80297	26.15179	25.82127	25.53132	25.56811	25.54609	25.4947	25.55865	25.74428
1275.76165	29.21365	28.51747	27.70268	27.18627	27.00842	26.33889	25.97534	25.63401	25.64144	25.58639	25.50197	25.56224	25.7332
1278.2617	29.35302	28.67519	27.87141	27.35867	27.18816	26.50028	26.12205	25.74035	25.73312	25.62669	25.52025	25.56951	25.72211
1280.76218	29.50342	28.84027	28.04383	27.52742	27.35691	26.65435	26.26144	25.85038	25.80641	25.67062	25.52014	25.56206	25.70365
1283.26231	29.65749	28.99434	28.20524	27.68516	27.522	26.80475	26.39716	25.96775	25.89076	25.71458	25.54208	25.58401	25.69623
1285.76243	29.74558	29.14115	28.35572	27.83564	27.66514	26.95156	26.53296	26.07786	25.98253	25.78434	25.5678	25.59871	25.70359
1288.26206	29.84819	29.2511	28.48769	27.96027	27.80812	27.08354	26.65025	26.1768	26.07781	25.84291	25.60435	25.62425	25.70345
1290.7627	29.97665	29.38323	28.62716	28.09607	27.94025	27.19731	26.76036	26.27589	26.16222	25.90164	25.63371	25.6426	25.70712
1293.26224	30.05007	29.48601	28.74463	28.21721	28.05771	27.32212	26.87048	26.375	26.24663	25.96402	25.66306	25.66461	25.7071
1295.76222	30.13808	29.5887	28.85098	28.32724	28.17141	27.42848	26.97684	26.47402	26.32362	26.02266	25.69601	25.69389	25.70702
1298.26242	30.23715	29.69145	28.9574	28.42998	28.2815	27.53856	27.08326	26.56209	26.40802	26.08504	25.73636	25.71957	25.71435
1300.76287	30.30314	29.77579	29.05275	28.529	28.38786	27.64493	27.17494	26.64643	26.49234	26.14734	25.77664	25.75618	25.72526
1303.26297	30.36507	29.84904	29.15169	28.62794	28.47579	27.74019	27.26654	26.73803	26.57296	26.2096	25.82056	25.78908	25.73981
1305.76325	30.42245	29.92619	29.23251	28.72344	28.56762	27.83569	27.36571	26.81885	26.64277	26.27575	25.86101	25.81485	25.75457
1308.26268	30.50118	30.00685	29.32052	28.80778	28.66296	27.92737	27.45372	26.91052	26.73445	26.33439	25.89764	25.84047	25.76551
1310.76308	30.56567	30.09495	29.40495	28.89588	28.74373	28.01547	27.52714	26.98761	26.80419	26.39312	25.93801	25.88084	25.78019
1313.26273	30.58708	30.13158	29.47461	28.97288	28.82439	28.09981	27.60413	27.06461	26.87385	26.4481	25.98198	25.91747	25.79847
1315.76305	30.63004	30.18661	29.53331	29.03892	28.88677	28.1732	27.68119	27.12699	26.94358	26.51417	26.0297	25.9505	25.81315
1318.26337	30.68728	30.25627	29.61031	29.11959	28.96009	28.25019	27.76553	27.21132	27.01688	26.57645	26.07363	25.99443	25.83873
1320.76353	30.70876	30.2893	29.65434	29.17097	29.01881	28.30524	27.82792	27.27738	27.08294	26.63518	26.12134	26.04215	25.86075
1323.26294	30.76249	30.34802	29.71307	29.23703	29.08121	28.38599	27.90132	27.33978	27.14901	26.69757	26.16538	26.07518	25.88645
1325.76348	30.81972	30.40667	29.77539	29.30669	29.15087	28.44831	27.96364	27.40944	27.22234	26.75989	26.21302	26.11181	25.90472
1328.26314	30.85552	30.44634	29.83042	29.35805	29.20223	28.51435	28.02601	27.47548	27.27374	26.80762	26.25341	26.1522	25.93777
1330.76315	30.88775	30.4929	29.87446	29.41311	29.25361	28.57307	28.07739	27.53053	27.33245	26.85532	26.29744	26.18522	25.95244
1333.2634	30.93782	30.5358	29.92944	29.46808	29.30492	28.62071	28.13237	27.58551	27.39477	26.9103	26.33774	26.22551	25.98173
1335.76363	31.02013	30.60737	29.99542	29.53774	29.36723	28.69404	28.19469	27.65516	27.44609	26.96529	26.38907	26.26216	26.00369
1338.2635	31.02377	30.64682	30.04319	29.58918	29.42234	28.74547	28.25346	27.69926	27.50857	27.01675	26.42584	26.29894	26.02946
1340.76427	31.08458	30.68615	30.0945	29.64415	29.46998	28.80779	28.31211	27.75791	27.55986	27.0607	26.46245	26.34289	26.05506
1343.2635	31.10616	30.7328	30.14597	29.6993	29.52512	28.86293	28.36359	27.82039	27.61497	27.11215	26.51023	26.36864	26.08081
1345.76433	31.13833	30.75064	30.1826	29.74327	29.56909	28.91791	28.41856	27.86803	27.66261	27.15611	26.54318	26.40527	26.09542
1348.26384	31.15981	30.80078	30.22664	29.79097	29.62047	28.96562	28.47362	27.92675	27.7103	27.19647	26.58721	26.44562	26.1321
1350.7637	31.19921	30.82943	30.27069	29.83502	29.66084	29.01334	28.52133	27.97447	27.76535	27.25152	26.62758	26.47865	26.15412
1353.26421	31.2457	30.87592	30.31098	29.87531	29.69747	29.05363	28.56897	28.01476	27.82036	27.29551	26.67524	26.5153	26.17976
1355.76476	31.26361	30.89383	30.34401	29.92303	29.74151	29.10134	28.60567	28.05513	27.86807	27.34689	26.71561	26.55568	26.20912
1358.2648	31.28509	30.93322	30.38438	29.96339	29.78922	29.15272	28.64971	28.11018	27.90842	27.38725	26.7523	26.58869	26.23479
1360.7642	31.30658	30.9583	30.41741	30.00377	29.82959	29.19309	28.70476	28.16156	27.95613	27.43863	26.789	26.62172	26.2715
1363.26468	31.32807	30.99053	30.45411	30.04414	29.86262	29.23714	28.7488	28.20561	28.00387	27.4827	26.8404	26.66945	26.29354
1365.76423	31.36396	31.01568	30.48355	30.08459	29.90674	29.2886	28.80026	28.2534	28.04799	27.51948	26.86985	26.69522	26.32298
1368.26507	31.38187	31.0515	30.51658	30.12496	29.93244	29.31796	28.82962	28.2901	28.09203	27.55985	26.91756	26.73927	26.34867
1370.76492	31.38193	31.05513	30.53866	30.15071	29.9692	29.35105	28.87006	28.3342	28.13615	27.60397	26.95434	26.7687	26.37444
1373.26492	31.40692	31.07654	30.5606	30.17999	29.99481	29.39134	28.90301	28.37082	28.18008	27.6479	26.97625	26.8053	26.41103
1375.76544	31.43209	31.10529	30.58639	30.21679	30.02426	29.42447	28.95081	28.41863	28.21319	27.69202	27.02403	26.83473	26.44047
