Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
1798.27614	23.85593	24.15805	24.5838	24.95192	25.01264	25.43317	25.82936	26.26245	26.69931	26.93787	26.96357	26.99081	27.06633
1800.77624	23.78994	24.09573	24.51781	24.87859	24.94298	25.36351	25.76337	26.20013	26.63701	26.87924	26.91595	26.96154	27.05542
1803.2763	23.72763	24.02608	24.45549	24.8126	24.88066	25.30119	25.70473	26.13782	26.57836	26.83161	26.86831	26.91757	27.02613
1805.77586	23.84525	24.01524	24.39694	24.75038	24.81844	25.24264	25.64617	26.07559	26.5308	26.78037	26.83543	26.90304	27.00426
1808.27568	23.92599	24.12168	24.42998	24.74671	24.79642	25.18759	25.59479	26.03522	26.47574	26.73633	26.79873	26.85166	26.98224
1810.77653	23.77557	24.04099	24.397	24.72107	24.77445	25.15094	25.53612	25.96187	26.41343	26.68502	26.75109	26.82238	26.95662
1813.27604	23.69123	23.96399	24.33835	24.67344	24.72682	25.09964	25.49216	25.91791	26.35845	26.63005	26.71813	26.78208	26.93468
1815.77583	23.72795	23.91262	24.27965	24.61106	24.67178	25.04827	25.4518	25.86654	26.31806	26.58232	26.67407	26.7527	26.90897
1818.27644	23.83078	24.00811	24.29806	24.5891	24.64615	25.00062	25.38947	25.81522	26.26675	26.54569	26.63011	26.70873	26.87968
1820.77687	23.68047	23.94222	24.26153	24.56358	24.62797	24.9751	25.35294	25.76767	26.22286	26.50547	26.59722	26.67952	26.85781
1823.2761	23.5926	23.85801	24.21402	24.51608	24.58047	24.94595	25.32012	25.73119	26.17172	26.46167	26.5571	26.63939	26.83237
1825.77688	23.58518	23.79187	24.14421	24.46462	24.52901	24.89816	25.27967	25.69073	26.12392	26.40652	26.51296	26.6026	26.79924
1828.27624	23.73581	23.89112	24.17006	24.45009	24.50347	24.84693	25.23211	25.65052	26.08003	26.36263	26.46173	26.56605	26.76636
1830.77652	23.58916	23.82888	24.14452	24.42455	24.48895	24.81038	25.19189	25.60296	26.03615	26.32977	26.44355	26.53318	26.75185
1833.27638	23.46796	23.73705	24.08205	24.37676	24.44482	24.77727	25.15878	25.55884	25.99202	26.28563	26.40308	26.51107	26.72607
1835.7763	23.6664	23.76299	24.05661	24.33297	24.40837	24.74082	25.12233	25.52973	25.96655	26.25283	26.36661	26.47827	26.70427
1838.27642	23.57832	23.78134	24.07129	24.33664	24.40103	24.70411	25.08562	25.49302	25.92618	26.2198	26.33358	26.44524	26.67491
1840.77685	23.44992	23.70065	24.02731	24.29633	24.35338	24.68215	25.04898	25.44904	25.88588	26.1795	26.29328	26.40494	26.65296
1843.27685	23.37665	23.62004	23.9577	24.24875	24.31314	24.64191	25.01975	25.41614	25.84933	26.13928	26.26774	26.38307	26.63109
1845.77739	23.64467	23.71556	23.96514	24.21948	24.28754	24.59796	24.97948	25.37953	25.81271	26.10632	26.22377	26.35745	26.60548
1848.2771	24.46326	24.13043	24.1341	24.29302	24.33906	24.58709	24.94658	25.34296	25.77615	26.07711	26.2019	26.3209	26.57627
1850.77682	25.27446	24.71775	24.47918	24.51331	24.49328	24.63855	24.93931	25.30634	25.74687	26.04049	26.16527	26.29529	26.55432
1853.27735	25.95736	25.28687	24.87947	24.79982	24.72841	24.75256	24.96891	25.27721	25.71775	26.0077	26.13983	26.2625	26.53988
1855.77712	26.55194	25.81905	25.29421	25.1228	25.01469	24.91038	25.04231	25.28822	25.69571	25.98199	26.10311	26.24046	26.51785
1858.27781	27.066	26.29641	25.67982	25.44234	25.30487	25.09045	25.14531	25.31415	25.69228	25.96021	26.08133	26.21134	26.49239
1860.7776	27.5321	26.74049	26.04682	25.75796	25.5948	25.29963	25.27375	25.35816	25.69594	25.94185	26.05562	26.18196	26.45935
1863.27702	27.93967	27.13338	26.39566	26.05175	25.87391	25.498	25.40238	25.41339	25.71811	25.93099	26.02641	26.15642	26.43748
1865.77793	28.34713	27.51881	26.73705	26.3491	26.16024	25.70359	25.55659	25.50154	25.7659	25.9384	26.01181	26.14182	26.4192
1868.27731	28.72166	27.88234	27.07121	26.63922	26.45037	25.91664	25.71825	25.59713	25.81377	25.94956	25.99728	26.11995	26.39733
1870.77759	28.94928	28.17602	27.36489	26.90721	26.70367	26.12223	25.88347	25.69262	25.8689	25.96432	25.98634	26.10901	26.36805
1873.27731	29.13671	28.40382	27.60371	27.13134	26.93882	26.32434	26.04154	25.80298	25.94254	26.00127	25.99026	26.10191	26.35361
1875.7783	29.29459	28.60575	27.81297	27.33694	27.14074	26.50057	26.18841	25.90213	26.02336	26.0307	25.99033	26.09465	26.34267
1878.2779	29.42681	28.771	27.99658	27.52054	27.33535	26.66583	26.34265	26.02334	26.10418	26.07482	26.00509	26.09839	26.32807
1880.77796	29.54806	28.91794	28.16921	27.67849	27.50432	26.83112	26.48226	26.12624	26.18508	26.11902	26.01258	26.09488	26.31354
1883.27843	29.70965	29.07586	28.32713	27.83274	27.66224	26.97436	26.62549	26.23278	26.27691	26.16681	26.03468	26.10596	26.29894
1885.77787	29.80154	29.21547	28.48509	27.98336	27.80918	27.11029	26.75041	26.35036	26.36882	26.22568	26.06419	26.13181	26.30276
1888.27807	29.90448	29.33675	28.61739	28.11199	27.95249	27.24626	26.86803	26.4533	26.45704	26.29555	26.09002	26.13928	26.29188
1890.77789	30.00006	29.43968	28.73499	28.23693	28.0701	27.36387	26.97462	26.54521	26.54161	26.35076	26.11586	26.15778	26.2957
1893.27799	30.08088	29.54252	28.84518	28.35079	28.19129	27.47405	27.08481	26.64805	26.62977	26.40955	26.15264	26.19089	26.28844
1895.77874	30.17275	29.64173	28.94805	28.461	28.30518	27.59528	27.19136	26.73992	26.71066	26.4721	26.18582	26.20572	26.30694
1898.2779	30.26463	29.74828	29.06195	28.56756	28.40073	27.69449	27.29424	26.82445	26.79149	26.53457	26.21893	26.22782	26.30701
1900.77886	30.31605	29.82539	29.15374	28.66302	28.5072	27.78996	27.37869	26.91625	26.87231	26.59337	26.25938	26.2646	26.30342
1903.27844	30.37738	29.89888	29.23823	28.74751	28.59536	27.88913	27.47053	26.99707	26.9568	26.66318	26.3035	26.29037	26.31451
1905.77848	30.44193	29.97603	29.32273	28.85036	28.68353	27.97729	27.5697	27.08523	27.02661	26.71831	26.34027	26.33082	26.3366
1908.27861	30.52812	30.04966	29.40003	28.92766	28.7645	28.05827	27.64334	27.16254	27.10024	26.77359	26.37353	26.35306	26.3405
1910.77883	30.58909	30.13782	29.50288	29.01583	28.85633	28.15377	27.72783	27.24703	27.17739	26.83973	26.41765	26.39351	26.3626
1913.27879	30.63214	30.19296	29.56168	29.09298	28.93349	28.23826	27.81232	27.31684	27.23986	26.89119	26.45443	26.42662	26.36267
1915.77846	30.73259	30.2812	29.65359	29.17388	29.01806	28.31182	27.88588	27.3904	27.30607	26.94272	26.49495	26.45613	26.3775
1918.27902	30.7613	30.33998	29.71971	29.25835	29.08418	28.38896	27.95935	27.46387	27.37588	27.00519	26.5354	26.49658	26.39226
1920.77929	30.82945	30.39877	29.78587	29.32084	29.15401	28.46245	28.03284	27.52268	27.4457	27.06399	26.57952	26.52969	26.42537
1923.27944	30.82952	30.45616	29.85201	29.40166	29.22749	28.53227	28.09898	27.6035	27.5045	27.11545	26.61263	26.55913	26.43279
1925.77919	30.88698	30.49571	29.91823	29.46054	29.29371	28.6095	28.16521	27.6734	27.57438	27.17065	26.66416	26.59965	26.45863
1928.27901	30.90862	30.53526	29.95508	29.51942	29.33791	28.66838	28.2351	27.73594	27.63694	27.22955	26.70471	26.63285	26.48449
1930.77915	30.98384	30.5854	30.01014	29.56346	29.39296	28.7271	28.28648	27.79467	27.70299	27.28825	26.7524	26.68055	26.50649
1933.27886	31.00906	30.64287	30.07269	29.62601	29.45918	28.78965	28.34902	27.86088	27.75822	27.34348	26.80028	26.71375	26.53603
1935.77969	31.07003	30.69309	30.12047	29.68481	29.51431	28.85579	28.41883	27.91235	27.81701	27.39127	26.83706	26.74686	26.55446
1938.27959	31.0916	30.72898	30.16826	29.74728	29.5621	28.91459	28.46295	27.96747	27.86481	27.43538	26.87751	26.78363	26.57288
1940.77967	31.11316	30.75771	30.21606	29.79507	29.61356	28.95871	28.51441	28.02261	27.92727	27.49419	26.92163	26.82408	26.60232
1943.27973	31.14189	30.78644	30.25651	29.83919	29.65768	29.01384	28.56955	28.08141	27.97506	27.53463	26.96575	26.85352	26.61708
1945.77913	31.17779	30.8295	30.30062	29.88698	29.70914	29.0653	28.62468	28.12186	28.03019	27.58976	27.01354	26.88663	26.65385
1948.27993	31.19577	30.86181	30.32639	29.9311	29.74225	29.10942	28.66513	28.18066	28.08165	27.63755	27.04664	26.92708	26.67595
1950.77924	31.23898	30.89785	30.37801	29.97905	29.78652	29.16104	28.72041	28.2286	28.12227	27.67083	27.08359	26.95301	26.69455
1953.28014	31.26763	30.9265	30.41104	30.01208	29.81955	29.19774	28.76078	28.26897	28.17364	27.71853	27.12028	26.9897	26.71655
1955.77984	31.29994	30.96598	30.44415	30.05987	29.86367	29.2492	28.79756	28.31309	28.22142	27.76264	27.16072	27.03382	26.74966
1958.27988	31.34307	31.00194	30.49935	30.10406	29.91521	29.3044	28.85277	28.3683	28.26195	27.81418	27.19758	27.05966	26.76816
1960.78044	31.3682	31.03782	30.52877	30.14449	29.9483	29.33749	28.88953	28.40139	28.30974	27.85096	27.23436	27.09277	26.80127
1963.28049	31.38616	31.06653	30.55819	30.17758	29.98506	29.37058	28.93363	28.44549	28.34652	27.88773	27.2638	27.12588	26.8197
1965.78053	31.42564	31.10242	30.59864	30.22537	30.03285	29.42938	28.98509	28.49695	28.39063	27.92818	27.30425	27.16999	26.83812
1968.27977	31.44377	31.12414	30.63852	30.26598	30.07345	29.46632	29.02569	28.5449	28.43859	27.97247	27.34486	27.18859	26.86773
1970.78005	31.45459	31.1457	30.66367	30.29541	30.10289	29.51044	29.06614	28.58534	28.4717	28.00925	27.37797	27.22537	26.89717
1973.27994	31.48692	31.16371	30.69241	30.3212	30.13602	29.5399	29.09927	28.6148	28.51582	28.0497	27.41475	27.24747	26.92293
1975.7807	31.53003	31.19965	30.71762	30.3507	30.16184	29.5804	29.13611	28.65531	28.55267	28.09389	27.45527	27.299	26.94878
1978.28057	31.56953	31.23915	30.75353	30.3875	30.19864	29.60986	29.16923	28.68476	28.59679	28.11966	27.48838	27.32477	26.97455
1980.78078	31.60182	31.2786	30.79657	30.44628	30.25008	29.66497	29.22435	28.73988	28.63724	28.17112	27.52515	27.35788	27.00398
1983.28089	31.51236	31.28944	30.8289	30.47573	30.27587	29.6981	29.2538	28.773	28.67035	28.19688	27.55459	27.39098	27.02241
1985.78057	31.41585	31.1786	30.78254	30.46494	30.28342	29.72033	29.29439	28.81359	28.71462	28.23381	27.59519	27.42058	27.052
1988.28056	31.58793	31.25755	30.80417	30.4761	30.28725	29.74251	29.32391	28.8431	28.74413	28.28168	27.62838	27.44642	27.07417
1990.78098	31.63457	31.31852	30.85081	30.52389	30.32035	29.76093	29.34233	28.87255	28.78458	28.31112	27.66516	27.48319	27.10728
1993.28052	31.66696	31.35449	30.89753	30.56075	30.36088	29.80146	29.37919	28.91674	28.81409	28.3443	27.69467	27.51638	27.12945
1995.7806	31.7136	31.40829	30.937	30.60487	30.405	29.84558	29.41597	28.94985	28.8472	28.37741	27.72411	27.54215	27.14788
1998.28063	31.09414	31.14703	30.86201	30.58675	30.40524	29.86417	29.44556	28.97578	28.87311	28.40699	27.75736	27.57173	27.17379
2000.78088	30.46745	30.6887	30.61143	30.43644	30.29897	29.84599	29.46042	29.00531	28.9063	28.43651	27.78321	27.5939	27.19964
2003.28109	29.94244	30.26291	30.31062	30.2273	30.1302	29.77264	29.46048	29.03106	28.93574	28.46595	27.81264	27.62701	27.22541
2005.78063	29.50216	29.87035	30.00247	29.99623	29.92849	29.66269	29.40191	29.04223	28.96525	28.49913	27.8495	27.65652	27.25859
2008.2815	29.12063	29.5145	29.73105	29.75783	29.7268	29.5344	29.33601	29.02771	28.97641	28.52497	27.87534	27.68237	27.26975
2010.78142	28.78318	29.19541	29.45232	29.53416	29.50313	29.39881	29.25548	28.9949	28.98031	28.53988	27.89392	27.71196	27.292
2013.28095	28.4676	28.89083	29.18812	29.30666	29.29031	29.24472	29.1491	28.95091	28.96937	28.55097	27.92336	27.73406	27.32144
2015.78153	28.19614	28.63405	28.95703	29.11228	29.09959	29.10539	29.06482	28.91067	28.94383	28.5658	27.93819	27.75256	27.34361
2018.28113	27.9358	28.37004	28.72973	28.90699	28.90165	28.95515	28.95129	28.85954	28.90736	28.55134	27.95677	27.76379	27.36219
2020.78122	27.68995	28.13521	28.50957	28.71253	28.70351	28.8084	28.83023	28.78252	28.87807	28.54041	27.96418	27.78222	27.38061
2023.28194	27.45536	27.89328	28.30068	28.52566	28.52765	28.66191	28.71676	28.70943	28.83065	28.5297	27.97182	27.79353	27.39559
2025.78189	27.23884	27.68043	28.09883	28.34583	28.35517	28.51879	28.60667	28.63971	28.79029	28.51869	27.98651	27.80822	27.41762
2028.28125	27.02986	27.48613	27.90821	28.17356	28.1829	28.37955	28.48946	28.55552	28.73546	28.50056	27.98673	27.81211	27.43252
2030.78222	26.83183	27.27342	27.71751	27.99388	28.01055	28.2439	28.38318	28.47493	28.66588	28.45667	27.9722	27.81226	27.44736
2033.28219	26.64854	27.09013	27.5379	27.84729	27.85663	28.112	28.2733	28.40543	28.60004	28.42754	27.96509	27.81249	27.46961
2035.78152	26.47253	26.91779	27.36923	27.68229	27.6953	27.98003	28.15601	28.31016	28.5378	28.39466	27.95423	27.81631	27.47343
2038.28175	26.30383	26.73808	27.21888	27.53561	27.55229	27.85538	28.06072	28.23322	28.46821	28.35077	27.93603	27.80178	27.48459
2040.78175	26.13151	26.57309	27.0539	27.38531	27.40933	27.73076	27.94711	28.14898	28.40968	28.31425	27.92154	27.80197	27.49579
2043.28257	25.96648	26.40807	26.89254	27.23129	27.26265	27.59877	27.83714	28.05736	28.35111	28.27403	27.92169	27.79478	27.49961
2045.78225	25.81625	26.24683	26.73497	27.09208	27.11242	27.47056	27.71627	27.96585	28.27425	28.22654	27.89989	27.77299	27.51085
2048.28175	25.67686	26.10377	26.59558	26.9637	26.98037	27.34952	27.61358	27.88151	28.19726	28.1789	27.87061	27.76205	27.50725
2050.78182	25.55228	25.96451	26.45265	26.82444	26.84846	27.22861	27.50736	27.79364	28.12406	28.12406	27.83778	27.74023	27.50746
2053.28263	25.43868	25.84723	26.3317	26.71083	26.73485	27.12235	27.41211	27.71674	28.06548	28.08017	27.81591	27.72204	27.51128
2055.78225	25.32137	25.71524	26.19971	26.58251	26.6102	27.00137	27.3058	27.61778	27.98856	28.03261	27.7867	27.70384	27.51143
2058.28284	25.2078	25.60535	26.07881	26.4616	26.49663	26.90249	27.2216	27.54091	27.90439	27.96679	27.74657	27.66738	27.49333
2060.78225	25.10894	25.4918	25.9726	26.37008	26.40144	26.80729	27.12274	27.46774	27.83853	27.91928	27.71375	27.6529	27.48986
2063.28275	25.00265	25.38552	25.86632	26.25646	26.28415	26.70101	27.03481	27.37614	27.76528	27.86805	27.68087	27.62369	27.48635
2065.78316	24.91105	25.28658	25.75637	26.15752	26.18888	26.60574	26.93954	27.30289	27.68836	27.80214	27.64065	27.59082	27.47182
2068.28266	24.81219	25.19505	25.66852	26.06232	26.08267	26.51054	26.85168	27.23706	27.61887	27.75467	27.61153	27.56904	27.46105
2070.78306	24.73162	25.0998	25.56959	25.95973	25.99476	26.42263	26.76744	27.14914	27.55662	27.69609	27.56763	27.54349	27.44285
2073.28304	24.65835	25.01185	25.47797	25.86811	25.91048	26.33835	26.69417	27.07954	27.48704	27.64486	27.53843	27.50327	27.43566
2075.78333	24.57778	24.92761	25.3974	25.7802	25.81522	26.24677	26.60626	27.00998	27.41381	27.58631	27.49822	27.47041	27.42115
2078.28251	24.4935	24.847	25.30578	25.69225	25.73094	26.15882	26.53299	26.93304	27.34789	27.5314	27.45066	27.43753	27.40295
2080.78292	24.41665	24.75914	25.21792	25.60439	25.6541	26.0783	26.45247	26.8562	27.28207	27.4766	27.4142	27.40841	27.39218
2083.28267	24.35082	24.68597	25.13741	25.53122	25.56258	25.99412	26.3793	26.78303	27.21622	27.42175	27.37771	27.37192	27.37037
2085.78294	24.27023	24.60538	25.06049	25.45063	25.48565	25.92087	26.29871	26.70978	27.16132	27.37052	27.33381	27.33904	27.34483
2088.28328	24.20065	24.53213	24.98724	25.36636	25.41241	25.84028	26.22179	26.64754	27.09173	27.30827	27.29359	27.30983	27.3303
2090.78337	24.13116	24.46632	24.91409	25.29321	25.33925	25.76345	26.1523	26.57438	27.02591	27.2608	27.24612	27.26603	27.31219
2093.28307	24.09085	24.40765	24.84441	25.21619	25.26591	25.69745	26.07896	26.51205	26.96726	27.20216	27.20583	27.23674	27.28657
2095.78318	24.02496	24.33809	24.78219	25.16132	25.20736	25.63156	26.02041	26.45717	26.89768	27.14726	27.1656	27.20019	27.2647
2098.28321	23.97379	24.27958	24.71634	25.08812	25.13416	25.55836	25.95088	26.38764	26.83916	27.09608	27.12544	27.15268	27.23922
2100.78397	23.9152	24.22833	24.65408	25.0222	25.07924	25.49611	25.89964	26.33273	26.7916	27.05219	27.08155	27.13081	27.22469
2103.28329	24.15023	24.29086	24.63219	24.97095	25.028	25.42651	25.83371	26.27047	26.72936	27.00462	27.04133	27.09793	27.20649
2105.78351	24.0477	24.29476	24.64343	24.96384	24.9952	25.3827	25.77889	26.20464	26.67453	26.95347	27.00485	27.05779	27.18469
2108.28339	23.91574	24.19584	24.58855	24.91997	24.96234	25.3425	25.72401	26.14976	26.62697	26.90591	26.96463	27.0249	27.15915
2110.78333	23.89386	24.1189	24.52262	24.85771	24.90375	25.29125	25.6801	26.10585	26.57577	26.86572	26.92078	26.99206	27.12998
2113.28432	24.08488	24.24386	24.53748	24.83953	24.8819	25.24738	25.62889	26.05097	26.5172	26.80715	26.88789	26.95184	27.10811
2115.78347	23.91985	24.1816	24.53027	24.82866	24.87102	25.22182	25.59599	26.00339	26.47331	26.76693	26.84767	26.91896	27.09358
2118.28353	23.79149	24.07893	24.46064	24.77003	24.82708	25.17788	25.55572	25.95945	26.422	26.71562	26.80004	26.87866	27.05328
2120.78397	23.7183	24.00574	24.38377	24.71152	24.77224	25.13405	25.51923	25.92663	26.37451	26.67547	26.76356	26.84218	27.03515
2123.28424	23.63773	23.92884	24.31788	24.64563	24.70635	25.06816	25.46435	25.88276	26.33062	26.63892	26.72334	26.8093	27.00228
2125.78469	23.56446	23.85557	24.25195	24.57236	24.64409	25.01324	25.40209	25.8205	26.30141	26.59503	26.69045	26.78009	26.98407
2128.28402	23.74807	23.87769	24.20801	24.52841	24.59647	24.96195	25.35447	25.78756	26.24643	26.5584	26.6575	26.75081	26.95479
2130.78407	23.71894	23.92196	24.2376	24.52864	24.57101	24.92181	25.31433	25.73641	26.21363	26.51826	26.62102	26.71433	26.92933
2133.28442	23.57595	23.83403	24.19004	24.48108	24.55282	24.87792	25.26677	25.68151	26.16606	26.47803	26.58447	26.68512	26.91479
2135.78478	23.70457	23.82317	24.14616	24.44087	24.50526	24.84504	25.23389	25.64863	26.13318	26.44148	26.55526	26.65224	26.88925
2138.28419	23.70105	23.87838	24.16833	24.43735	24.48339	24.81217	25.19001	25.60475	26.0856	26.40124	26.51501	26.63035	26.86002
2140.78447	23.5543	23.79769	24.13536	24.41172	24.46877	24.7902	25.1607	25.57177	26.04897	26.36461	26.47839	26.59372	26.83807
2143.28468	23.77469	23.87861	24.13553	24.38987	24.44325	24.75	25.13151	25.53157	26.01242	26.32806	26.44918	26.56084	26.81987
2145.78432	23.69408	23.84572	24.13567	24.39	24.43237	24.73179	25.09862	25.49867	25.97589	26.28786	26.40897	26.53164	26.79802
2148.28441	24.50541	24.20561	24.25699	24.43426	24.46195	24.71732	25.07681	25.46586	25.9431	26.25507	26.37619	26.50253	26.77257
2150.78438	25.34607	24.80036	24.59483	24.63263	24.6126	24.76153	25.06964	25.44401	25.90288	26.21485	26.34698	26.47332	26.73235
2153.28525	26.04355	25.38774	25.00236	24.93739	24.85864	24.88279	25.10648	25.42579	25.87367	26.18197	26.3141	26.4331	26.71416
2155.78541	26.63469	25.90914	25.39898	25.24592	25.1268	25.02983	25.16543	25.41868	25.85556	26.15285	26.28498	26.40765	26.68871
2158.28497	27.16336	26.40111	25.79919	25.57273	25.42057	25.22451	25.26835	25.4482	25.84838	26.13099	26.24476	26.37844	26.65216
2160.78506	27.64072	26.83442	26.17011	25.87392	25.70708	25.40825	25.3897	25.4888	25.85592	26.11284	26.21927	26.35662	26.64135
2163.28512	28.06295	27.24932	26.52261	26.18604	26.0082	25.62128	25.533	25.55502	25.87442	26.10932	26.20474	26.33108	26.61581
2165.78545	28.44848	27.62016	26.86042	26.47614	26.27628	25.82329	25.67996	25.62858	25.91128	26.10213	26.1792	26.30554	26.5866
2168.28493	28.77528	27.96899	27.17255	26.75157	26.55537	26.02898	25.83426	25.71682	25.97017	26.12065	26.17571	26.2947	26.57209
2170.78569	28.99573	28.24082	27.45539	27.01606	26.81252	26.23842	25.99966	25.81615	26.0291	26.13921	26.16123	26.2839	26.55394
2173.28528	29.18307	28.46486	27.69778	27.23642	27.03656	26.42942	26.15763	25.91907	26.09532	26.16505	26.16138	26.27671	26.53208
2175.78598	29.34471	28.67055	27.90347	27.43844	27.24225	26.60942	26.30826	26.03667	26.15786	26.19456	26.16153	26.25484	26.51021
2178.28564	29.46973	28.83227	28.09455	27.6075	27.42599	26.77481	26.45531	26.136	26.2425	26.23516	26.16176	26.25874	26.49208
2180.78587	29.59826	28.97916	28.25245	27.77641	27.59123	26.92904	26.59485	26.24251	26.33801	26.27928	26.18386	26.26248	26.48481
2183.28569	29.73062	29.11885	28.39949	27.92345	27.73827	27.06507	26.7162	26.34184	26.41902	26.33827	26.20247	26.27743	26.4704
2185.78587	29.83362	29.2659	28.54286	28.0705	27.88898	27.20477	26.84489	26.45585	26.49999	26.38988	26.21738	26.28499	26.46329
2188.2854	29.93654	29.37983	28.68248	28.19543	28.02493	27.32604	26.95515	26.5551	26.58822	26.44876	26.24689	26.30717	26.45977
2190.78607	30.0285	29.48279	28.8038	28.31675	28.14258	27.44735	27.06545	26.65072	26.68021	26.51504	26.28382	26.32941	26.45999
2193.28582	30.11666	29.59298	28.91031	28.42693	28.26377	27.56488	27.17931	26.7499	26.76836	26.57384	26.31693	26.35518	26.46374
2195.78644	30.21231	29.68863	29.02065	28.54828	28.37043	27.66787	27.2823	26.84188	26.84567	26.62912	26.35019	26.37743	26.4713
2198.28626	30.27496	29.78431	29.12367	28.64396	28.48447	27.77823	27.39267	26.93756	26.92664	26.68807	26.39078	26.40335	26.47887
2200.78656	30.35491	29.86511	29.21548	28.74312	28.57261	27.87739	27.47714	27.01836	27.0148	26.75421	26.42022	26.43279	26.47895
2203.28622	30.4232	29.94976	29.30747	28.84244	28.67194	27.96571	27.56546	27.09934	27.08474	26.81682	26.4608	26.46235	26.4865
2205.78629	30.49508	30.03076	29.40682	28.92344	28.76028	28.06872	27.65746	27.184	27.16206	26.87578	26.50142	26.49563	26.50509
2208.28681	30.5526	30.10437	29.48043	29.00806	28.83756	28.13867	27.73108	27.25395	27.23571	26.92741	26.53836	26.52523	26.509
2210.78624	30.62446	30.17434	29.55407	29.08904	28.92221	28.22332	27.80839	27.32391	27.30569	26.99005	26.58265	26.54383	26.52026
2213.28634	30.682	30.25532	29.64239	29.17736	29.00686	28.31164	27.88937	27.41591	27.37565	27.049	26.61959	26.58443	26.53517
2215.78673	30.72873	30.31055	29.71964	29.25828	29.08777	28.40356	27.98129	27.50049	27.44921	27.10421	26.66745	26.62863	26.55
2218.28624	30.77901	30.37674	29.78583	29.32448	29.15397	28.46976	28.04382	27.55935	27.51175	27.15574	26.69329	26.6508	26.56483
2220.78674	30.84013	30.42736	29.83378	29.3871	29.21293	28.53973	28.11379	27.62198	27.57435	27.22568	26.74121	26.68771	26.58339
2223.28698	30.90132	30.48855	29.90382	29.45348	29.28297	28.60977	28.18016	27.68835	27.63707	27.27371	26.78557	26.72473	26.6094
2225.78654	30.94454	30.55327	29.97014	29.53814	29.3603	28.67976	28.24647	27.75467	27.69969	27.33267	26.8225	26.75799	26.63165
2228.28653	30.97325	30.59631	30.02892	29.60059	29.41908	28.74955	28.31994	27.81712	27.76216	27.37678	26.85561	26.78743	26.64274
2230.78715	31.03443	30.64674	30.08426	29.65227	29.47075	28.8159	28.37895	27.88347	27.8285	27.43212	26.9036	26.83175	26.67238
2233.28726	31.08105	30.70411	30.15039	29.72206	29.54055	28.88203	28.44508	27.94226	27.8873	27.48358	26.95139	26.8722	26.69081
2235.78676	31.08488	30.733	30.18367	29.76635	29.58851	28.93367	28.49671	27.99389	27.93528	27.53155	26.98102	26.89448	26.71309
2238.28668	31.12092	30.76188	30.23161	29.82164	29.63646	28.98161	28.54832	28.05651	27.99056	27.58316	27.0363	26.93875	26.728
2240.78738	31.18196	30.8086	30.27948	29.87318	29.68432	29.03682	28.59986	28.10805	28.0568	27.64206	27.07317	26.97563	26.75386
2243.28771	31.21085	30.85539	30.32743	29.92112	29.73227	29.10311	28.66616	28.17435	28.10471	27.68998	27.11375	27.00886	26.78343
2245.78773	31.24323	30.89853	30.37529	29.97266	29.78014	29.14731	28.70668	28.22222	28.1489	27.73784	27.1506	27.04205	26.80193
2248.28723	31.27209	30.93097	30.40854	30.01325	29.82439	29.19156	28.75461	28.27381	28.20052	27.7711	27.19854	27.07897	26.83152
2250.78727	31.29741	30.96345	30.45283	30.07589	29.8797	29.25054	28.81359	28.32545	28.25214	27.8264	27.22815	27.11959	26.85745
2253.28763	31.35136	31.01382	30.50078	30.11283	29.91296	29.29848	28.85786	28.36972	28.29272	27.85963	27.26506	27.14182	26.87601
2255.78772	31.37666	31.0427	30.53404	30.1571	29.96091	29.33909	28.90214	28.414	28.33334	27.90025	27.29833	27.17143	26.89828
2258.2879	31.41987	31.07517	30.58199	30.19404	29.99784	29.38703	28.94274	28.45827	28.38497	27.95188	27.33895	27.21204	26.92422
2260.78817	31.45226	31.11471	30.62551	30.24557	30.04938	29.4349	28.99428	28.51348	28.42916	27.98507	27.37214	27.23789	26.94272
2263.28741	31.49913	31.15084	30.65448	30.28626	30.07905	29.46457	29.03129	28.53948	28.46617	28.02941	27.41281	27.27489	26.96137
2265.78751	31.52433	31.19395	30.70116	30.3341	30.13057	29.52343	29.08281	28.591	28.50669	28.06259	27.44599	27.30073	26.99088
2268.28797	31.52823	31.21577	30.73731	30.36746	30.17127	29.57148	29.12351	28.64271	28.55104	28.10326	27.483	27.33774	27.01688
2270.78769	31.52838	31.22307	30.75178	30.39698	30.20078	29.612	29.16771	28.67957	28.58789	28.15113	27.51618	27.36725	27.04272
2273.28797	31.57871	31.2555	30.78421	30.43755	30.223	29.64522	29.20093	28.72013	28.6395	28.18072	27.55678	27.40418	27.06497
2275.78828	31.58261	31.28089	30.81318	30.4709	30.26003	29.67124	29.24163	28.75716	28.67285	28.22508	27.59747	27.44487	27.10199
2278.28808	31.61864	31.31333	30.84921	30.50415	30.29694	29.72284	29.28589	28.79775	28.70978	28.25834	27.63073	27.46345	27.11689
2280.78847	31.64028	31.33497	30.87801	30.53367	30.33013	29.75236	29.31907	28.84195	28.7503	28.29886	27.66758	27.49663	27.13906
2283.28881	31.65134	31.35678	30.9034	30.56703	30.36349	29.79306	29.35978	28.87164	28.79097	28.3322	27.68256	27.51895	27.16139
