Time	Thermocouple1	Thermocouple2	Thermocouple3	Thermocouple4	Thermocouple5	Thermocouple6	Thermocouple7	Thermocouple8	Thermocouple9	Thermocouple10	Thermocouple11	Thermocouple12	Thermocouple13	Thermocouple14
seconds	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius	Celsius
450.71407	26.55231	26.16513	25.67925	25.51421	25.46586	25.23553	24.68275	24.22764	23.96337	23.51193	23.08986	22.84762	22.4439	22.01448
453.21432	26.55966	26.17248	25.68293	25.52524	25.4622	25.25023	24.69744	24.246	23.99641	23.53396	23.12289	22.87699	22.46225	22.02916
455.71457	26.55965	26.17614	25.69393	25.53623	25.48054	25.25756	24.71211	24.26067	24.01476	23.55598	23.13757	22.89901	22.48427	22.05118
458.21482	26.55239	26.17255	25.68667	25.53631	25.4953	25.26497	24.7232	24.27543	24.02951	23.5744	23.15967	22.92478	22.5027	22.06227
460.71507	26.56707	26.1909	25.70502	25.55467	25.50998	25.27965	24.75256	24.30112	24.05154	23.59643	23.18536	22.9468	22.52472	22.08796
463.21532	26.55606	26.17989	25.71236	25.55833	25.51365	25.287	24.7599	24.31213	24.06622	23.62212	23.20738	22.97249	22.54674	22.10631
465.71457	26.56707	26.20191	25.72704	25.57302	25.52833	25.30168	24.77825	24.33416	24.09191	23.64781	23.2294	22.98717	22.56876	22.10998
468.21482	26.56346	26.1983	25.7271	25.58776	25.53206	25.30908	24.78932	24.35624	24.10666	23.65522	23.24415	23.00559	22.58351	22.13207
470.71507	26.56699	26.20551	25.73797	25.59496	25.55394	25.33096	24.8002	24.37445	24.12486	23.68076	23.26603	23.02379	22.60172	22.14661
473.21532	26.55971	26.21291	25.74537	25.60603	25.56135	25.3457	24.82228	24.39653	24.14328	23.70653	23.29546	23.04956	22.62381	22.17237
475.71557	25.84402	25.95966	25.69032	25.59135	25.554	25.34203	24.8443	24.41121	24.16164	23.72121	23.31381	23.07892	22.64216	22.19072
478.21582	25.19805	25.52657	25.47011	25.46289	25.44023	25.28698	24.8443	24.42589	24.19467	23.75057	23.34318	23.10094	22.67152	22.22008
480.71607	24.69164	25.11926	25.18758	25.25377	25.26047	25.1586	24.81135	24.42598	24.19841	23.76165	23.35425	23.11936	22.69361	22.23484
483.21532	24.28425	24.75591	24.91965	25.02989	25.06227	25.00445	24.73428	24.41497	24.19841	23.77266	23.38729	23.14505	22.71196	22.24584
485.71557	23.92824	24.42558	24.66273	24.80967	24.86041	24.85397	24.67188	24.39295	24.18373	23.78367	23.39096	23.15606	22.72297	22.27154
488.21582	23.61634	24.13204	24.40589	24.59688	24.6623	24.68522	24.58021	24.35265	24.16545	23.78742	23.40205	23.17449	22.7414	22.27528
490.71607	23.3117	23.85309	24.18567	24.39133	24.45308	24.50536	24.47376	24.30859	24.13242	23.78007	23.42039	23.18183	22.76342	22.2973
493.21632	23.04738	23.59244	23.95805	24.1894	24.25482	24.34014	24.35257	24.23513	24.09931	23.78	23.42399	23.20011	22.78537	22.31558
495.71657	22.80154	23.35027	23.7379	23.99127	24.07137	24.17137	24.24253	24.16545	24.05901	23.76539	23.4314	23.21119	22.79645	22.33767
498.21682	22.56297	23.13373	23.55072	23.80776	23.89153	24.00621	24.13242	24.09205	24.00029	23.73603	23.4314	23.2222	22.81113	22.35235
500.71607	22.34276	22.91351	23.34885	23.63159	23.70435	23.84472	24.01131	24.01131	23.94891	23.71401	23.42773	23.2222	22.82581	22.36703
503.21632	22.12988	22.70798	23.15433	23.46643	23.5502	23.69057	23.9012	23.93423	23.89018	23.68465	23.41672	23.2222	22.83682	22.39273
505.71657	21.96113	22.52455	22.98191	23.30502	23.38512	23.54017	23.78016	23.84256	23.82052	23.65169	23.40945	23.22227	22.84791	22.40748
508.21682	21.89874	22.38875	22.83143	23.1472	23.2273	23.38969	23.66271	23.76548	23.74711	23.61131	23.38376	23.2186	22.85525	22.41482
